Track ID,Frame Number,Timestamp (s),Center X (px),Center Y (px)
10,298,11.92,462.1,52.7
11,298,11.92,569.8,53.8
15,298,11.92,254.6,95.6
17,298,11.92,262.3,186.7
55,298,11.92,335.3,160.0
56,298,11.92,737.6,202.1
10,299,11.96,462.2,52.8
11,299,11.96,569.7,53.8
15,299,11.96,254.1,95.1
17,299,11.96,262.4,186.7
55,299,11.96,335.3,159.8
56,299,11.96,737.8,202.7
10,300,12.0,462.2,53.0
11,300,12.0,569.7,53.8
15,300,12.0,257.2,102.0
17,300,12.0,262.0,186.8
55,300,12.0,335.5,160.0
56,300,12.0,737.7,203.0
10,301,12.04,465.1,52.5
11,301,12.04,569.5,55.1
15,301,12.04,257.1,101.2
17,301,12.04,261.5,187.1
55,301,12.04,335.4,160.4
56,301,12.04,737.7,203.2
10,302,12.08,466.4,52.3
11,302,12.08,569.4,55.7
15,302,12.08,254.7,97.9
17,302,12.08,261.5,186.7
55,302,12.08,335.3,160.5
56,302,12.08,737.7,203.2
10,303,12.12,466.1,52.5
11,303,12.12,569.4,56.0
15,303,12.12,252.6,95.5
17,303,12.12,261.7,186.5
55,303,12.12,335.4,160.6
56,303,12.12,737.6,203.2
136,303,12.12,245.8,273.0
10,304,12.16,465.7,52.5
11,304,12.16,569.4,55.8
15,304,12.16,252.2,94.2
17,304,12.16,261.7,186.5
55,304,12.16,335.4,160.6
56,304,12.16,737.7,203.3
136,304,12.16,245.9,273.0
10,305,12.2,466.4,52.4
11,305,12.2,569.4,55.7
15,305,12.2,251.8,93.7
17,305,12.2,261.7,186.5
55,305,12.2,335.3,160.6
56,305,12.2,737.6,203.3
136,305,12.2,246.0,273.1
10,306,12.24,467.7,52.6
11,306,12.24,569.4,55.9
15,306,12.24,252.4,93.6
17,306,12.24,261.8,186.4
55,306,12.24,335.3,160.6
56,306,12.24,737.6,203.4
136,306,12.24,246.1,273.0
10,307,12.28,468.8,52.4
11,307,12.28,569.4,55.8
15,307,12.28,252.6,93.6
17,307,12.28,261.8,186.4
55,307,12.28,335.3,160.6
56,307,12.28,737.6,203.4
136,307,12.28,246.3,272.9
10,308,12.32,470.0,52.1
11,308,12.32,569.4,55.8
15,308,12.32,253.1,93.8
17,308,12.32,261.8,186.5
55,308,12.32,335.3,160.6
56,308,12.32,737.5,203.3
136,308,12.32,246.5,272.8
10,309,12.36,469.9,52.4
11,309,12.36,569.4,55.8
15,309,12.36,252.0,93.4
17,309,12.36,261.8,186.2
55,309,12.36,335.3,160.6
56,309,12.36,737.5,203.2
136,309,12.36,246.4,272.9
10,310,12.4,469.5,52.1
11,310,12.4,569.4,55.8
15,310,12.4,253.1,93.1
17,310,12.4,261.7,186.3
55,310,12.4,335.3,160.6
56,310,12.4,737.5,203.1
126,310,12.4,173.6,188.8
136,310,12.4,246.2,273.0
10,311,12.44,469.1,51.8
11,311,12.44,569.4,55.8
15,311,12.44,254.2,92.7
17,311,12.44,261.7,186.3
55,311,12.44,335.3,160.5
56,311,12.44,737.5,203.0
126,311,12.44,174.1,188.8
136,311,12.44,246.2,273.0
138,311,12.44,261.7,107.4
10,312,12.48,469.0,51.3
11,312,12.48,569.5,55.9
15,312,12.48,255.0,92.1
17,312,12.48,261.6,186.2
55,312,12.48,335.2,160.5
56,312,12.48,737.5,203.1
126,312,12.48,174.9,188.8
136,312,12.48,246.3,273.1
138,312,12.48,260.8,106.7
10,313,12.52,468.7,51.0
11,313,12.52,569.4,56.0
17,313,12.52,261.7,186.3
55,313,12.52,335.2,160.5
56,313,12.52,737.5,203.0
126,313,12.52,175.6,188.8
136,313,12.52,246.1,273.1
138,313,12.52,259.5,98.7
10,314,12.56,468.7,51.0
11,314,12.56,569.4,56.3
15,314,12.56,256.1,92.4
17,314,12.56,261.6,186.3
55,314,12.56,335.3,160.4
56,314,12.56,737.5,203.1
126,314,12.56,177.0,188.7
136,314,12.56,246.1,273.1
138,314,12.56,263.0,105.4
10,315,12.6,468.3,50.8
11,315,12.6,569.5,56.3
15,315,12.6,255.4,92.6
17,315,12.6,261.7,186.4
55,315,12.6,335.2,160.4
56,315,12.6,737.5,203.1
92,315,12.6,466.8,34.8
126,315,12.6,177.5,188.7
136,315,12.6,246.0,273.0
138,315,12.6,263.6,106.8
10,316,12.64,468.0,50.5
11,316,12.64,569.5,56.0
15,316,12.64,258.3,95.6
17,316,12.64,261.7,186.4
55,316,12.64,335.3,160.3
56,316,12.64,737.5,203.1
92,316,12.64,467.3,35.1
126,316,12.64,178.6,188.6
136,316,12.64,246.2,273.0
10,317,12.68,469.0,49.6
11,317,12.68,569.5,55.9
15,317,12.68,258.6,93.5
17,317,12.68,261.5,186.5
55,317,12.68,335.0,160.2
56,317,12.68,737.5,203.0
92,317,12.68,468.3,34.8
136,317,12.68,246.1,273.1
138,317,12.68,263.1,106.2
10,318,12.72,468.6,48.2
11,318,12.72,569.5,55.7
15,318,12.72,258.2,91.9
17,318,12.72,261.5,186.2
55,318,12.72,334.8,160.2
56,318,12.72,737.5,203.0
136,318,12.72,245.5,273.1
138,318,12.72,264.1,106.0
10,319,12.76,462.9,49.9
11,319,12.76,569.5,55.7
15,319,12.76,258.6,91.9
17,319,12.76,261.5,186.2
55,319,12.76,335.0,160.1
56,319,12.76,737.5,203.0
136,319,12.76,245.5,273.1
138,319,12.76,265.4,105.1
10,320,12.8,460.4,51.9
11,320,12.8,569.5,55.6
15,320,12.8,259.8,92.9
17,320,12.8,261.4,186.6
55,320,12.8,335.0,159.3
56,320,12.8,737.5,203.0
92,320,12.8,461.6,34.4
136,320,12.8,246.0,273.0
10,321,12.84,458.5,50.8
11,321,12.84,569.5,55.7
15,321,12.84,260.0,93.4
17,321,12.84,261.4,186.9
55,321,12.84,336.2,161.2
56,321,12.84,737.5,202.9
92,321,12.84,460.8,34.6
136,321,12.84,246.2,272.9
10,322,12.88,458.9,50.0
11,322,12.88,569.5,55.6
15,322,12.88,259.0,91.5
17,322,12.88,261.4,187.0
55,322,12.88,336.7,162.6
56,322,12.88,737.5,203.0
92,322,12.88,460.4,34.3
136,322,12.88,246.3,272.9
138,322,12.88,266.9,106.2
10,323,12.92,461.3,49.8
11,323,12.92,569.5,55.8
15,323,12.92,258.5,90.9
17,323,12.92,261.6,187.1
55,323,12.92,340.0,144.4
56,323,12.92,737.5,202.8
92,323,12.92,462.1,32.2
136,323,12.92,246.2,272.8
138,323,12.92,266.6,106.0
10,324,12.96,463.1,49.9
11,324,12.96,569.5,55.9
15,324,12.96,258.7,90.9
17,324,12.96,260.8,187.0
55,324,12.96,340.9,138.2
56,324,12.96,737.5,202.7
92,324,12.96,463.3,31.6
136,324,12.96,245.9,272.9
138,324,12.96,265.9,106.5
10,325,13.0,463.5,50.0
11,325,13.0,569.5,56.1
15,325,13.0,258.5,90.8
17,325,13.0,260.6,186.9
55,325,13.0,340.8,135.6
56,325,13.0,737.5,202.7
92,325,13.0,463.6,31.6
136,325,13.0,246.0,272.9
138,325,13.0,265.7,106.8
10,326,13.04,463.8,49.8
11,326,13.04,569.5,56.1
15,326,13.04,259.2,90.2
17,326,13.04,261.1,187.0
55,326,13.04,342.0,133.9
56,326,13.04,737.5,202.7
92,326,13.04,463.7,33.3
136,326,13.04,246.3,272.8
138,326,13.04,266.0,106.4
143,326,13.04,167.2,124.5
10,327,13.08,464.1,49.9
11,327,13.08,569.5,56.1
15,327,13.08,258.4,88.1
17,327,13.08,261.9,186.9
55,327,13.08,338.0,149.9
56,327,13.08,737.5,202.7
92,327,13.08,464.0,33.8
136,327,13.08,246.4,272.8
143,327,13.08,167.3,124.8
10,328,13.12,464.4,50.5
11,328,13.12,569.5,56.1
15,328,13.12,258.0,87.0
17,328,13.12,262.1,186.9
55,328,13.12,336.3,153.6
56,328,13.12,737.5,202.6
92,328,13.12,464.2,34.0
136,328,13.12,246.4,272.8
143,328,13.12,167.3,125.0
10,329,13.16,465.0,50.1
11,329,13.16,569.5,56.0
15,329,13.16,258.0,89.2
17,329,13.16,262.2,187.2
55,329,13.16,335.6,153.4
56,329,13.16,737.5,202.7
92,329,13.16,464.6,35.0
136,329,13.16,246.6,272.8
143,329,13.16,167.3,124.7
10,330,13.2,465.5,49.2
11,330,13.2,569.5,55.9
15,330,13.2,257.9,89.1
17,330,13.2,262.1,187.3
55,330,13.2,335.3,153.3
56,330,13.2,737.5,202.8
92,330,13.2,465.2,34.2
136,330,13.2,246.6,272.8
143,330,13.2,167.4,124.6
10,331,13.24,466.0,48.7
11,331,13.24,569.6,55.8
15,331,13.24,257.9,88.8
17,331,13.24,262.2,186.9
55,331,13.24,335.3,153.3
56,331,13.24,737.5,203.0
92,331,13.24,465.8,34.1
136,331,13.24,246.6,272.8
143,331,13.24,167.2,124.6
10,332,13.28,465.9,49.2
11,332,13.28,569.6,55.9
15,332,13.28,258.5,90.3
17,332,13.28,262.4,185.9
55,332,13.28,335.3,153.5
56,332,13.28,737.5,203.1
92,332,13.28,465.8,33.9
136,332,13.28,246.8,272.8
143,332,13.28,167.2,124.3
10,333,13.32,465.3,49.5
11,333,13.32,569.5,56.0
15,333,13.32,258.1,88.9
17,333,13.32,260.7,190.6
55,333,13.32,335.4,154.6
56,333,13.32,737.4,203.2
92,333,13.32,465.4,34.1
136,333,13.32,246.9,272.8
143,333,13.32,167.4,124.2
10,334,13.36,464.6,49.7
11,334,13.36,569.5,55.9
15,334,13.36,258.3,91.5
17,334,13.36,259.5,194.2
55,334,13.36,335.1,155.1
56,334,13.36,737.4,203.4
92,334,13.36,464.7,34.2
136,334,13.36,246.8,272.9
143,334,13.36,166.8,122.1
10,335,13.4,464.5,49.8
11,335,13.4,569.5,56.0
15,335,13.4,255.3,92.1
17,335,13.4,259.1,195.8
55,335,13.4,335.1,156.4
56,335,13.4,737.4,203.4
92,335,13.4,464.5,34.4
136,335,13.4,246.7,272.9
138,335,13.4,258.7,105.7
143,335,13.4,167.3,131.6
10,336,13.44,464.4,49.8
11,336,13.44,569.4,56.1
17,336,13.44,259.0,196.2
55,336,13.44,335.3,156.7
56,336,13.44,737.4,203.5
92,336,13.44,464.5,34.4
136,336,13.44,246.7,272.8
143,336,13.44,166.3,133.6
10,337,13.48,464.4,50.1
11,337,13.48,569.4,56.2
17,337,13.48,257.7,197.5
55,337,13.48,335.3,156.6
56,337,13.48,737.4,203.5
92,337,13.48,464.8,34.5
138,337,13.48,256.7,102.6
143,337,13.48,170.5,147.6
147,337,13.48,196.5,572.8
10,338,13.52,464.0,49.9
11,338,13.52,569.4,56.3
17,338,13.52,257.6,197.8
55,338,13.52,335.2,155.5
56,338,13.52,737.4,203.3
92,338,13.52,464.7,34.4
138,338,13.52,257.5,102.5
143,338,13.52,172.3,153.7
147,338,13.52,197.7,573.8
10,339,13.56,463.9,49.7
11,339,13.56,569.6,55.5
17,339,13.56,257.7,197.9
55,339,13.56,335.2,154.8
56,339,13.56,737.4,203.3
92,339,13.56,464.8,34.4
138,339,13.56,257.9,105.7
143,339,13.56,172.2,156.7
147,339,13.56,186.4,559.4
10,340,13.6,463.7,49.9
11,340,13.6,569.6,55.8
17,340,13.6,257.1,198.0
55,340,13.6,335.3,154.1
56,340,13.6,737.4,203.4
92,340,13.6,464.4,34.3
138,340,13.6,258.5,105.1
143,340,13.6,172.4,157.6
147,340,13.6,191.6,563.9
10,341,13.64,463.6,49.9
11,341,13.64,569.6,56.0
17,341,13.64,256.9,197.9
55,341,13.64,335.5,153.7
56,341,13.64,737.4,203.3
92,341,13.64,464.6,33.1
138,341,13.64,258.2,105.0
143,341,13.64,172.2,157.8
147,341,13.64,176.0,553.6
10,342,13.68,463.7,49.9
11,342,13.68,569.7,55.2
17,342,13.68,256.7,197.6
55,342,13.68,335.7,153.2
56,342,13.68,737.4,203.2
92,342,13.68,464.4,33.9
138,342,13.68,256.3,103.1
143,342,13.68,171.9,157.4
147,342,13.68,175.0,550.5
10,343,13.72,463.4,50.3
11,343,13.72,569.6,55.7
17,343,13.72,256.7,197.4
55,343,13.72,339.4,158.3
56,343,13.72,737.4,203.1
92,343,13.72,464.3,33.8
138,343,13.72,256.9,102.2
143,343,13.72,171.0,157.5
147,343,13.72,181.2,552.4
10,344,13.76,463.6,50.4
11,344,13.76,569.5,55.8
17,344,13.76,256.2,197.3
55,344,13.76,337.1,154.9
56,344,13.76,737.4,203.2
92,344,13.76,464.3,34.4
138,344,13.76,256.6,102.3
143,344,13.76,170.6,157.5
150,344,13.76,331.3,130.3
10,345,13.8,463.7,50.1
11,345,13.8,569.7,54.8
17,345,13.8,255.7,197.4
56,345,13.8,737.4,203.2
92,345,13.8,464.4,34.3
138,345,13.8,257.5,101.4
143,345,13.8,170.8,157.4
150,345,13.8,333.7,128.9
10,346,13.84,463.5,50.2
11,346,13.84,569.6,55.3
17,346,13.84,253.6,197.3
55,346,13.84,336.0,150.6
56,346,13.84,737.4,203.1
92,346,13.84,464.2,34.2
138,346,13.84,260.2,100.2
150,346,13.84,333.4,126.7
10,347,13.88,463.4,50.2
11,347,13.88,569.5,55.5
17,347,13.88,254.1,197.4
55,347,13.88,336.0,150.6
56,347,13.88,737.4,203.1
92,347,13.88,464.1,34.1
138,347,13.88,258.5,99.6
150,347,13.88,333.4,125.9
10,348,13.92,462.8,50.5
11,348,13.92,569.5,55.9
17,348,13.92,255.0,197.3
55,348,13.92,336.0,150.0
56,348,13.92,737.4,203.2
92,348,13.92,464.1,33.8
138,348,13.92,258.0,100.6
150,348,13.92,333.0,126.4
10,349,13.96,463.2,50.4
11,349,13.96,569.5,55.9
17,349,13.96,255.5,197.2
55,349,13.96,335.2,148.2
56,349,13.96,737.4,203.2
92,349,13.96,464.1,34.8
138,349,13.96,257.7,101.6
150,349,13.96,333.1,128.3
10,350,14.0,463.6,50.1
11,350,14.0,569.5,55.9
17,350,14.0,254.8,197.2
55,350,14.0,333.5,148.8
56,350,14.0,737.5,203.2
92,350,14.0,464.1,34.5
138,350,14.0,257.5,102.4
143,350,14.0,171.6,154.8
150,350,14.0,332.8,122.4
10,351,14.04,463.7,49.9
11,351,14.04,569.4,56.0
17,351,14.04,255.1,196.7
55,351,14.04,333.9,149.5
56,351,14.04,737.5,203.2
92,351,14.04,464.1,34.4
138,351,14.04,257.8,103.1
143,351,14.04,171.2,154.7
150,351,14.04,332.1,124.3
10,352,14.08,463.9,49.7
11,352,14.08,569.4,56.0
17,352,14.08,257.0,189.3
55,352,14.08,333.9,149.6
56,352,14.08,737.5,203.2
92,352,14.08,464.0,34.0
138,352,14.08,257.8,104.5
143,352,14.08,171.8,155.0
150,352,14.08,332.0,127.6
10,353,14.12,464.0,49.7
17,353,14.12,258.1,185.8
55,353,14.12,335.5,149.7
56,353,14.12,737.4,203.1
92,353,14.12,464.0,33.8
138,353,14.12,258.0,106.3
143,353,14.12,172.6,155.1
150,353,14.12,333.5,129.7
10,354,14.16,463.8,50.2
11,354,14.16,569.0,56.7
17,354,14.16,254.4,185.3
55,354,14.16,335.5,150.6
56,354,14.16,737.4,203.1
92,354,14.16,463.9,33.8
138,354,14.16,258.2,110.1
143,354,14.16,172.1,154.4
150,354,14.16,334.3,130.1
10,355,14.2,463.8,50.2
11,355,14.2,569.2,55.7
17,355,14.2,253.3,185.0
56,355,14.2,737.4,203.0
92,355,14.2,464.0,33.9
138,355,14.2,257.3,110.9
143,355,14.2,170.8,154.5
150,355,14.2,335.2,129.9
10,356,14.24,463.6,50.2
11,356,14.24,569.2,56.1
17,356,14.24,253.2,184.9
56,356,14.24,737.4,203.0
92,356,14.24,464.0,33.8
138,356,14.24,256.8,110.7
143,356,14.24,169.9,155.4
150,356,14.24,337.0,130.6
154,356,14.24,140.0,14.0
10,357,14.28,463.0,50.5
11,357,14.28,569.3,56.0
17,357,14.28,254.8,185.3
56,357,14.28,737.5,203.3
92,357,14.28,463.5,33.8
138,357,14.28,256.4,110.5
143,357,14.28,169.5,155.9
150,357,14.28,338.8,132.0
154,357,14.28,140.0,14.1
10,358,14.32,462.5,50.8
11,358,14.32,569.4,56.2
17,358,14.32,255.1,185.4
56,358,14.32,737.5,203.2
92,358,14.32,463.2,33.7
138,358,14.32,257.0,110.7
143,358,14.32,169.6,156.5
150,358,14.32,339.5,132.3
154,358,14.32,140.0,14.1
10,359,14.36,462.6,50.8
11,359,14.36,569.4,56.3
17,359,14.36,255.8,185.4
56,359,14.36,737.5,203.2
92,359,14.36,463.1,33.8
136,359,14.36,245.8,272.8
138,359,14.36,257.5,109.5
143,359,14.36,166.1,173.9
150,359,14.36,338.5,132.1
154,359,14.36,140.0,14.1
157,359,14.36,167.5,127.7
10,360,14.4,462.6,51.1
11,360,14.4,569.5,55.9
17,360,14.4,256.2,185.5
56,360,14.4,737.5,203.2
92,360,14.4,463.0,33.6
136,360,14.4,245.7,272.8
138,360,14.4,256.7,105.0
143,360,14.4,168.5,161.5
150,360,14.4,338.6,132.5
154,360,14.4,140.0,14.1
157,360,14.4,167.1,128.7
10,361,14.44,459.8,50.1
11,361,14.44,569.5,55.7
17,361,14.44,252.8,186.2
55,361,14.44,332.9,157.4
56,361,14.44,737.4,203.2
92,361,14.44,462.7,33.3
136,361,14.44,245.7,272.6
138,361,14.44,256.0,107.1
143,361,14.44,170.1,158.2
150,361,14.44,337.8,133.5
154,361,14.44,140.0,14.1
157,361,14.44,167.7,132.8
10,362,14.48,460.5,50.7
11,362,14.48,569.5,55.3
17,362,14.48,250.7,186.2
56,362,14.48,737.3,203.3
92,362,14.48,462.4,34.0
138,362,14.48,254.1,101.0
143,362,14.48,171.1,156.9
150,362,14.48,338.4,133.4
154,362,14.48,140.0,14.1
157,362,14.48,167.6,134.5
10,363,14.52,460.7,50.8
11,363,14.52,569.5,55.7
17,363,14.52,255.4,185.6
56,363,14.52,737.2,203.2
92,363,14.52,462.2,34.2
138,363,14.52,253.7,98.7
143,363,14.52,172.4,156.8
150,363,14.52,339.7,133.6
154,363,14.52,140.1,14.1
10,364,14.56,461.9,50.8
11,364,14.56,569.3,56.2
17,364,14.56,257.0,192.1
56,364,14.56,737.2,203.3
92,364,14.56,462.6,34.9
138,364,14.56,253.3,97.5
143,364,14.56,172.9,156.6
150,364,14.56,339.0,133.5
154,364,14.56,140.1,14.1
10,365,14.6,459.1,49.8
11,365,14.6,569.3,56.2
17,365,14.6,257.3,194.7
56,365,14.6,737.2,203.3
92,365,14.6,460.9,34.1
138,365,14.6,253.1,96.6
143,365,14.6,173.2,156.6
150,365,14.6,339.9,133.4
154,365,14.6,140.1,14.1
158,365,14.6,561.7,229.6
10,366,14.64,458.0,49.6
11,366,14.64,569.4,57.1
17,366,14.64,258.5,193.1
56,366,14.64,737.2,203.3
92,366,14.64,460.2,33.7
138,366,14.64,252.8,96.7
143,366,14.64,172.9,157.1
150,366,14.64,339.5,133.2
154,366,14.64,140.1,14.1
158,366,14.64,557.7,212.1
10,367,14.68,459.0,49.8
11,367,14.68,569.7,56.0
17,367,14.68,258.2,191.3
55,367,14.68,329.1,158.6
56,367,14.68,737.2,203.4
92,367,14.68,460.0,34.2
138,367,14.68,252.7,95.5
143,367,14.68,172.3,156.8
150,367,14.68,339.9,132.9
154,367,14.68,140.0,14.1
158,367,14.68,551.6,207.5
10,368,14.72,460.2,55.3
11,368,14.72,569.9,51.6
17,368,14.72,258.3,191.1
55,368,14.72,326.9,158.7
56,368,14.72,737.2,203.4
92,368,14.72,461.2,37.6
138,368,14.72,253.0,95.2
143,368,14.72,172.3,155.2
150,368,14.72,337.2,132.8
154,368,14.72,140.0,14.1
158,368,14.72,548.5,169.9
11,369,14.76,569.9,60.0
17,369,14.76,258.1,191.9
55,369,14.76,325.9,159.7
56,369,14.76,737.2,203.5
92,369,14.76,467.1,36.0
138,369,14.76,253.3,95.1
143,369,14.76,172.8,154.6
150,369,14.76,341.5,129.1
154,369,14.76,140.0,14.1
158,369,14.76,547.0,155.3
10,370,14.8,464.8,54.1
11,370,14.8,570.3,54.2
17,370,14.8,257.5,193.0
55,370,14.8,325.3,159.7
56,370,14.8,737.2,203.4
92,370,14.8,466.4,35.7
138,370,14.8,253.2,94.6
143,370,14.8,174.4,154.6
150,370,14.8,340.0,130.1
154,370,14.8,140.0,14.1
158,370,14.8,541.8,137.8
10,371,14.84,467.2,55.1
11,371,14.84,577.4,51.2
17,371,14.84,256.6,195.2
55,371,14.84,327.2,162.1
56,371,14.84,737.2,203.4
92,371,14.84,468.4,34.6
138,371,14.84,253.3,95.1
143,371,14.84,174.9,154.5
154,371,14.84,140.0,14.1
158,371,14.84,536.0,113.3
10,372,14.88,466.1,54.0
11,372,14.88,580.7,50.8
17,372,14.88,256.1,195.7
55,372,14.88,330.6,164.2
56,372,14.88,737.2,203.3
92,372,14.88,466.8,36.0
138,372,14.88,254.6,98.9
143,372,14.88,173.9,154.5
150,372,14.88,340.1,130.3
154,372,14.88,140.1,14.1
158,372,14.88,525.8,99.3
10,373,14.92,466.5,56.7
11,373,14.92,579.0,50.0
17,373,14.92,256.5,191.0
55,373,14.92,332.4,162.7
56,373,14.92,737.2,203.3
92,373,14.92,470.4,35.8
138,373,14.92,255.1,100.1
143,373,14.92,173.5,154.5
150,373,14.92,341.3,130.8
154,373,14.92,140.1,14.1
158,373,14.92,517.6,90.1
11,374,14.96,574.1,50.7
17,374,14.96,256.9,189.0
55,374,14.96,333.6,164.3
56,374,14.96,737.1,203.4
138,374,14.96,255.4,102.7
143,374,14.96,175.6,154.5
150,374,14.96,342.5,129.9
154,374,14.96,140.1,14.1
158,374,14.96,506.9,79.8
11,375,15.0,570.8,58.2
17,375,15.0,257.2,188.0
55,375,15.0,333.3,164.0
56,375,15.0,737.1,203.5
138,375,15.0,254.8,100.2
143,375,15.0,174.0,154.3
154,375,15.0,140.0,14.1
158,375,15.0,507.5,76.2
11,376,15.04,570.8,59.7
17,376,15.04,257.4,188.5
55,376,15.04,332.5,162.5
56,376,15.04,737.1,203.5
138,376,15.04,254.6,99.1
143,376,15.04,176.6,155.3
150,376,15.04,342.2,131.0
154,376,15.04,140.0,14.1
158,376,15.04,508.0,75.1
11,377,15.08,575.0,54.1
17,377,15.08,257.0,188.4
55,377,15.08,331.3,163.8
56,377,15.08,737.1,203.4
138,377,15.08,253.4,96.5
143,377,15.08,177.0,155.0
150,377,15.08,342.9,125.0
158,377,15.08,506.2,75.0
11,378,15.12,578.6,50.7
17,378,15.12,257.1,187.7
55,378,15.12,330.7,163.9
56,378,15.12,737.1,203.4
138,378,15.12,253.0,95.4
143,378,15.12,174.3,155.4
150,378,15.12,343.1,124.7
158,378,15.12,501.7,78.0
11,379,15.16,574.8,60.0
17,379,15.16,256.8,186.4
55,379,15.16,330.8,163.9
56,379,15.16,737.1,203.3
138,379,15.16,252.6,94.8
143,379,15.16,173.3,155.3
150,379,15.16,343.5,126.3
158,379,15.16,511.2,82.5
11,380,15.2,574.0,63.5
17,380,15.2,257.5,184.2
55,380,15.2,330.9,164.1
56,380,15.2,737.0,203.2
138,380,15.2,252.7,95.4
143,380,15.2,172.6,155.9
158,380,15.2,514.5,84.2
11,381,15.24,576.5,57.8
17,381,15.24,257.7,183.6
55,381,15.24,330.2,164.0
56,381,15.24,736.9,203.1
138,381,15.24,252.8,96.3
143,381,15.24,172.9,155.3
158,381,15.24,518.5,85.0
17,382,15.28,250.9,184.5
55,382,15.28,330.0,165.5
56,382,15.28,736.9,203.1
138,382,15.28,253.4,96.4
158,382,15.28,526.0,86.4
11,383,15.32,580.3,51.9
17,383,15.32,249.2,185.2
55,383,15.32,326.8,166.2
56,383,15.32,736.9,203.1
138,383,15.32,254.3,98.9
158,383,15.32,531.2,90.1
11,384,15.36,581.6,50.3
17,384,15.36,248.2,185.3
55,384,15.36,326.2,166.6
56,384,15.36,736.9,203.1
138,384,15.36,255.3,99.9
158,384,15.36,532.3,107.8
11,385,15.4,581.8,49.2
17,385,15.4,251.4,187.7
55,385,15.4,327.2,166.7
56,385,15.4,736.9,203.1
138,385,15.4,255.7,99.9
158,385,15.4,532.9,123.0
10,386,15.44,466.3,51.4
11,386,15.44,574.5,48.2
17,386,15.44,256.5,188.4
55,386,15.44,328.0,166.7
56,386,15.44,736.9,203.1
92,386,15.44,466.0,36.6
138,386,15.44,255.6,97.8
158,386,15.44,535.4,134.0
10,387,15.48,466.4,50.7
11,387,15.48,571.7,48.3
17,387,15.48,258.6,187.9
55,387,15.48,325.9,166.7
56,387,15.48,736.9,203.0
92,387,15.48,466.0,36.4
138,387,15.48,255.2,96.3
158,387,15.48,537.5,142.9
10,388,15.52,466.7,51.5
11,388,15.52,569.5,52.2
17,388,15.52,259.5,187.9
55,388,15.52,325.1,166.6
56,388,15.52,736.9,203.1
92,388,15.52,466.1,36.4
138,388,15.52,255.4,96.0
143,388,15.52,173.4,156.0
158,388,15.52,542.0,173.4
10,389,15.56,466.9,51.4
11,389,15.56,569.0,54.1
17,389,15.56,260.0,187.4
55,389,15.56,324.3,166.6
56,389,15.56,736.9,203.2
92,389,15.56,465.9,36.2
138,389,15.56,254.7,98.8
143,389,15.56,173.0,155.5
158,389,15.56,556.9,199.2
10,390,15.6,467.1,51.2
11,390,15.6,568.8,54.2
17,390,15.6,260.1,187.7
55,390,15.6,323.5,166.6
56,390,15.6,736.9,203.2
92,390,15.6,466.1,36.3
138,390,15.6,254.7,99.3
143,390,15.6,172.7,155.2
158,390,15.6,560.3,215.9
10,391,15.64,467.1,51.2
11,391,15.64,568.9,54.0
17,391,15.64,259.9,186.8
55,391,15.64,322.9,166.6
56,391,15.64,736.9,203.2
92,391,15.64,466.3,36.3
138,391,15.64,254.7,100.0
143,391,15.64,173.4,155.5
158,391,15.64,566.5,241.6
10,392,15.68,467.2,49.6
11,392,15.68,569.0,54.1
17,392,15.68,259.3,184.5
55,392,15.68,322.7,166.4
56,392,15.68,737.0,202.9
92,392,15.68,466.7,35.4
138,392,15.68,254.9,99.9
143,392,15.68,173.6,155.3
158,392,15.68,569.4,276.8
10,393,15.72,467.9,48.8
11,393,15.72,569.1,54.2
17,393,15.72,256.5,188.3
55,393,15.72,322.7,166.4
56,393,15.72,737.0,202.4
92,393,15.72,467.3,34.9
138,393,15.72,254.8,100.1
143,393,15.72,175.8,154.8
158,393,15.72,570.3,302.8
10,394,15.76,467.8,48.7
11,394,15.76,569.1,54.6
17,394,15.76,255.7,184.9
55,394,15.76,323.3,165.8
56,394,15.76,736.9,202.7
92,394,15.76,467.0,33.8
138,394,15.76,253.5,100.3
143,394,15.76,177.0,154.7
10,395,15.8,466.9,49.3
11,395,15.8,569.1,54.8
55,395,15.8,323.3,165.0
56,395,15.8,737.0,202.5
92,395,15.8,466.2,34.3
138,395,15.8,253.7,96.7
143,395,15.8,183.5,162.8
10,396,15.84,463.6,49.9
11,396,15.84,569.1,54.7
55,396,15.84,323.8,163.6
56,396,15.84,737.0,202.4
92,396,15.84,463.1,35.3
138,396,15.84,252.6,97.4
143,396,15.84,185.4,164.4
10,397,15.88,463.8,49.7
11,397,15.88,569.2,54.1
55,397,15.88,324.0,162.6
56,397,15.88,737.1,202.5
92,397,15.88,462.7,35.0
138,397,15.88,251.8,97.7
143,397,15.88,185.8,164.6
11,398,15.92,569.2,54.7
55,398,15.92,323.3,162.2
56,398,15.92,737.1,202.5
92,398,15.92,463.3,35.2
138,398,15.92,252.1,97.5
143,398,15.92,183.9,159.3
11,399,15.96,569.1,55.2
17,399,15.96,255.2,189.9
55,399,15.96,322.2,162.2
56,399,15.96,737.0,202.5
92,399,15.96,463.4,35.4
138,399,15.96,252.2,97.8
169,399,15.96,160.1,119.8
11,400,16.0,569.1,55.2
17,400,16.0,246.4,188.5
55,400,16.0,321.3,162.0
56,400,16.0,737.1,202.4
92,400,16.0,463.7,35.3
138,400,16.0,252.5,96.7
143,400,16.0,185.9,155.3
