Track ID,Frame Number,Timestamp (s),Center X (px),Center Y (px)
1,1,0.04,433.4,357.1
2,1,0.04,572.1,20.9
1,2,0.08,433.3,357.0
1,3,0.12,433.3,357.0
1,4,0.16,433.3,356.8
5,4,0.16,464.3,34.9
1,5,0.2,433.3,356.7
5,5,0.2,464.3,35.0
1,6,0.24,433.3,356.5
5,6,0.24,464.4,35.3
8,6,0.24,737.9,201.2
1,7,0.28,432.8,356.3
5,7,0.28,464.0,35.5
8,7,0.28,737.4,201.4
10,7,0.28,463.8,51.0
1,8,0.32,432.6,356.2
5,8,0.32,463.9,35.9
8,8,0.32,737.1,201.5
10,8,0.32,463.7,50.6
11,8,0.32,572.7,49.9
1,9,0.36,432.5,356.3
5,9,0.36,464.0,36.0
8,9,0.36,736.7,201.6
10,9,0.36,464.0,49.7
11,9,0.36,572.9,49.9
1,10,0.4,432.7,356.3
5,10,0.4,464.1,35.4
8,10,0.4,736.5,201.8
10,10,0.4,464.1,49.5
11,10,0.4,573.2,49.4
1,11,0.44,432.8,356.3
5,11,0.44,464.1,35.2
8,11,0.44,736.4,202.0
10,11,0.44,464.0,49.5
11,11,0.44,573.2,50.3
1,12,0.48,432.9,356.3
5,12,0.48,464.0,35.7
8,12,0.48,736.1,202.2
10,12,0.48,463.7,49.5
11,12,0.48,573.1,50.0
1,13,0.52,433.0,356.4
5,13,0.52,463.8,35.7
8,13,0.52,736.1,202.1
10,13,0.52,463.5,49.7
11,13,0.52,573.0,50.1
5,14,0.56,463.7,35.7
8,14,0.56,736.1,202.0
10,14,0.56,463.2,49.8
11,14,0.56,572.9,50.2
5,15,0.6,463.7,35.7
8,15,0.6,735.8,202.7
10,15,0.6,463.3,49.8
11,15,0.6,572.7,50.8
15,15,0.6,188.8,117.7
16,15,0.6,243.8,104.2
5,16,0.64,463.7,35.7
8,16,0.64,735.6,203.5
10,16,0.64,463.2,49.7
11,16,0.64,572.5,51.7
15,16,0.64,188.8,117.6
16,16,0.64,246.1,106.3
5,17,0.68,463.8,35.8
8,17,0.68,736.1,203.4
10,17,0.68,463.2,49.6
11,17,0.68,572.9,51.3
15,17,0.68,189.1,117.2
16,17,0.68,246.7,107.1
17,17,0.68,265.2,190.7
5,18,0.72,463.8,35.6
8,18,0.72,736.1,202.8
10,18,0.72,463.0,49.8
11,18,0.72,573.3,51.6
16,18,0.72,247.9,106.5
17,18,0.72,261.1,192.8
5,19,0.76,463.8,36.1
8,19,0.76,735.7,200.8
10,19,0.76,462.9,49.8
11,19,0.76,573.1,52.5
16,19,0.76,248.9,102.4
5,20,0.8,463.6,35.8
8,20,0.8,735.6,193.1
10,20,0.8,462.8,49.9
11,20,0.8,572.9,53.6
16,20,0.8,251.9,100.6
5,21,0.84,463.3,35.5
8,21,0.84,735.8,188.6
10,21,0.84,462.6,50.1
11,21,0.84,572.2,54.3
16,21,0.84,235.7,100.8
17,21,0.84,262.8,191.7
5,22,0.88,463.4,35.3
8,22,0.88,736.0,187.7
10,22,0.88,462.6,50.4
11,22,0.88,572.1,54.1
16,22,0.88,230.6,101.1
17,22,0.88,263.9,192.3
5,23,0.92,463.5,35.3
8,23,0.92,736.1,187.3
10,23,0.92,462.9,50.4
11,23,0.92,572.2,54.7
16,23,0.92,226.8,101.5
17,23,0.92,264.8,192.2
5,24,0.96,463.3,35.1
8,24,0.96,735.6,187.5
10,24,0.96,462.2,50.6
11,24,0.96,572.5,55.7
16,24,0.96,219.7,100.9
17,24,0.96,266.2,192.5
5,25,1.0,463.4,35.0
8,25,1.0,735.0,182.7
10,25,1.0,462.4,50.6
11,25,1.0,572.1,58.4
17,25,1.0,267.0,191.9
5,26,1.04,463.3,35.1
8,26,1.04,735.4,180.5
10,26,1.04,462.1,50.4
11,26,1.04,572.5,57.4
17,26,1.04,267.2,190.9
5,27,1.08,463.3,35.1
8,27,1.08,735.1,175.9
10,27,1.08,461.8,50.3
11,27,1.08,572.2,57.7
17,27,1.08,268.7,189.2
5,28,1.12,463.3,35.2
8,28,1.12,734.2,173.0
10,28,1.12,461.8,50.2
11,28,1.12,572.1,57.8
17,28,1.12,270.3,187.8
5,29,1.16,463.3,35.1
8,29,1.16,734.5,171.2
10,29,1.16,462.0,50.3
11,29,1.16,572.2,58.4
17,29,1.16,270.1,186.2
5,30,1.2,463.3,35.1
8,30,1.2,734.2,170.0
10,30,1.2,461.7,50.3
11,30,1.2,572.4,57.3
17,30,1.2,270.3,185.7
5,31,1.24,463.3,35.0
8,31,1.24,729.5,168.4
10,31,1.24,461.6,50.2
11,31,1.24,571.7,58.0
15,31,1.24,178.0,121.2
17,31,1.24,271.3,185.8
26,31,1.24,251.0,100.2
5,32,1.28,463.3,35.0
8,32,1.28,732.8,167.7
10,32,1.28,461.6,50.5
11,32,1.28,571.9,56.1
15,32,1.28,180.6,118.3
17,32,1.28,271.8,186.1
26,32,1.28,252.8,99.1
5,33,1.32,463.5,35.0
8,33,1.32,733.4,167.3
10,33,1.32,461.8,50.9
11,33,1.32,572.2,55.8
17,33,1.32,272.0,186.3
26,33,1.32,245.5,95.8
5,34,1.36,463.7,35.1
8,34,1.36,733.9,166.9
10,34,1.36,462.2,51.0
11,34,1.36,572.2,53.6
26,34,1.36,253.3,98.2
5,35,1.4,463.8,35.0
8,35,1.4,733.9,166.7
10,35,1.4,462.5,51.2
11,35,1.4,572.2,52.9
15,35,1.4,190.4,121.0
17,35,1.4,270.9,184.0
26,35,1.4,256.1,99.2
5,36,1.44,463.7,35.0
8,36,1.44,733.5,166.4
10,36,1.44,462.4,51.2
11,36,1.44,572.1,52.4
15,36,1.44,195.0,125.4
17,36,1.44,270.6,183.1
26,36,1.44,257.4,99.2
5,37,1.48,463.8,35.1
8,37,1.48,724.4,167.0
10,37,1.48,462.8,51.3
11,37,1.48,572.6,53.2
15,37,1.48,197.6,126.6
17,37,1.48,270.5,182.6
5,38,1.52,463.9,35.2
8,38,1.52,729.3,165.2
10,38,1.52,462.9,50.8
11,38,1.52,572.2,54.7
15,38,1.52,212.8,122.1
5,39,1.56,464.0,35.3
8,39,1.56,731.4,165.1
10,39,1.56,463.1,50.8
11,39,1.56,572.6,54.2
15,39,1.56,224.6,119.7
5,40,1.6,464.0,35.5
8,40,1.6,731.7,164.9
10,40,1.6,463.3,50.7
11,40,1.6,572.5,54.7
15,40,1.6,229.1,140.4
5,41,1.64,463.8,35.2
8,41,1.64,729.9,165.5
10,41,1.64,463.1,50.1
11,41,1.64,572.5,55.6
15,41,1.64,230.5,149.7
5,42,1.68,463.8,35.2
8,42,1.68,728.4,166.2
10,42,1.68,463.0,50.1
11,42,1.68,572.5,55.6
15,42,1.68,226.5,136.6
5,43,1.72,463.3,35.6
8,43,1.72,727.8,166.5
10,43,1.72,462.3,50.1
11,43,1.72,572.4,55.7
15,43,1.72,227.5,129.9
5,44,1.76,463.2,35.8
8,44,1.76,731.4,167.2
10,44,1.76,462.2,50.3
11,44,1.76,572.5,55.6
15,44,1.76,234.5,122.3
5,45,1.8,463.4,35.4
8,45,1.8,727.6,168.2
10,45,1.8,462.3,49.9
11,45,1.8,572.5,55.7
15,45,1.8,246.4,114.7
5,46,1.84,463.9,35.3
8,46,1.84,726.3,168.8
10,46,1.84,463.2,49.6
11,46,1.84,571.7,55.4
15,46,1.84,255.2,110.4
5,47,1.88,464.3,35.2
8,47,1.88,726.0,169.1
10,47,1.88,463.7,49.5
11,47,1.88,571.2,55.5
15,47,1.88,254.1,105.7
17,47,1.88,271.2,192.2
26,47,1.88,273.1,102.3
5,48,1.92,464.4,35.1
8,48,1.92,725.7,169.3
10,48,1.92,464.3,49.6
11,48,1.92,571.1,55.9
15,48,1.92,255.4,109.4
17,48,1.92,270.9,195.0
26,48,1.92,273.9,102.0
5,49,1.96,464.4,35.1
8,49,1.96,725.9,169.4
10,49,1.96,464.4,49.2
11,49,1.96,570.9,56.3
26,49,1.96,278.9,99.4
5,50,2.0,464.4,35.0
8,50,2.0,727.1,169.2
10,50,2.0,463.9,49.1
11,50,2.0,570.7,57.8
26,50,2.0,279.1,99.0
5,51,2.04,464.3,35.0
8,51,2.04,728.7,169.2
10,51,2.04,463.7,49.1
11,51,2.04,570.7,58.1
26,51,2.04,292.5,109.3
5,52,2.08,464.4,35.0
8,52,2.08,728.9,169.2
10,52,2.08,464.6,49.0
11,52,2.08,570.7,58.0
26,52,2.08,297.4,115.4
5,53,2.12,464.4,35.0
8,53,2.12,728.6,169.3
10,53,2.12,465.4,49.2
11,53,2.12,570.7,57.8
15,53,2.12,289.2,106.2
26,53,2.12,294.1,122.1
8,54,2.16,727.8,169.6
10,54,2.16,464.8,49.7
11,54,2.16,570.7,57.8
15,54,2.16,292.1,106.2
26,54,2.16,293.0,124.9
8,55,2.2,730.2,169.9
10,55,2.2,464.7,49.7
11,55,2.2,570.6,57.5
15,55,2.2,292.0,103.9
17,55,2.2,258.4,195.9
36,55,2.2,382.3,106.3
8,56,2.24,731.1,170.2
10,56,2.24,464.9,49.8
11,56,2.24,570.4,57.4
15,56,2.24,290.4,105.2
17,56,2.24,255.8,191.3
26,56,2.24,289.4,131.8
36,56,2.24,382.5,105.9
8,57,2.28,731.2,169.8
10,57,2.28,464.5,49.8
11,57,2.28,570.4,57.2
17,57,2.28,254.4,190.2
26,57,2.28,292.7,139.2
36,57,2.28,383.0,106.6
8,58,2.32,730.6,169.6
10,58,2.32,464.9,49.7
11,58,2.32,570.5,57.1
17,58,2.32,254.1,190.4
36,58,2.32,384.0,106.4
8,59,2.36,730.6,169.6
10,59,2.36,465.3,49.4
11,59,2.36,570.5,57.1
15,59,2.36,264.8,89.1
17,59,2.36,250.8,188.3
36,59,2.36,384.1,106.7
8,60,2.4,729.2,169.7
10,60,2.4,463.5,49.8
11,60,2.4,570.5,56.8
15,60,2.4,260.4,91.9
17,60,2.4,270.8,189.0
36,60,2.4,384.0,104.7
5,61,2.44,464.9,35.4
8,61,2.44,729.9,168.9
10,61,2.44,463.5,50.2
11,61,2.44,570.2,55.4
15,61,2.44,260.6,93.0
17,61,2.44,278.7,188.8
26,61,2.44,290.0,171.3
36,61,2.44,384.8,109.0
5,62,2.48,464.6,35.6
8,62,2.48,728.1,168.8
10,62,2.48,462.4,50.4
11,62,2.48,570.1,55.3
15,62,2.48,261.1,92.3
17,62,2.48,280.1,188.6
26,62,2.48,295.2,175.1
36,62,2.48,384.7,110.7
5,63,2.52,464.5,35.6
8,63,2.52,726.6,168.9
10,63,2.52,462.0,50.5
11,63,2.52,570.2,56.2
15,63,2.52,262.1,91.6
17,63,2.52,284.1,188.7
26,63,2.52,302.5,176.5
36,63,2.52,384.6,111.2
5,64,2.56,464.5,35.4
8,64,2.56,726.3,169.2
10,64,2.56,461.6,50.3
11,64,2.56,569.3,56.8
15,64,2.56,263.9,91.2
17,64,2.56,287.3,188.1
36,64,2.56,385.0,112.4
5,65,2.6,463.5,35.1
8,65,2.6,726.7,168.7
10,65,2.6,459.6,51.0
11,65,2.6,571.4,56.9
15,65,2.6,261.8,90.7
17,65,2.6,289.2,188.3
36,65,2.6,384.3,113.2
5,66,2.64,463.8,35.3
8,66,2.64,726.6,168.5
10,66,2.64,460.9,50.5
11,66,2.64,574.0,57.1
15,66,2.64,261.1,89.8
17,66,2.64,288.7,188.8
36,66,2.64,384.0,113.5
5,67,2.68,463.6,35.7
8,67,2.68,726.1,168.4
10,67,2.68,461.2,50.1
11,67,2.68,575.2,56.9
15,67,2.68,264.4,90.3
17,67,2.68,263.6,193.6
36,67,2.68,382.9,113.4
5,68,2.72,463.4,35.3
8,68,2.72,726.2,168.8
10,68,2.72,461.1,50.2
11,68,2.72,575.6,56.7
15,68,2.72,265.8,89.9
17,68,2.72,255.3,189.9
36,68,2.72,382.6,113.3
5,69,2.76,463.4,35.2
8,69,2.76,726.7,169.4
10,69,2.76,461.1,50.2
11,69,2.76,574.9,56.5
15,69,2.76,265.6,90.3
17,69,2.76,250.8,189.2
36,69,2.76,382.4,113.1
5,70,2.8,463.6,35.1
8,70,2.8,720.2,171.3
10,70,2.8,461.2,50.1
11,70,2.8,573.8,57.3
15,70,2.8,265.8,89.8
17,70,2.8,254.1,190.6
36,70,2.8,382.3,112.8
5,71,2.84,463.8,35.1
8,71,2.84,716.2,172.6
10,71,2.84,461.2,50.1
11,71,2.84,574.1,57.3
15,71,2.84,265.6,88.4
17,71,2.84,253.6,190.0
36,71,2.84,381.9,112.8
5,72,2.88,463.9,35.1
8,72,2.88,715.4,172.9
10,72,2.88,461.0,50.2
11,72,2.88,573.8,57.6
15,72,2.88,264.5,90.4
17,72,2.88,253.6,190.1
36,72,2.88,381.5,113.0
5,73,2.92,463.5,35.0
10,73,2.92,460.6,50.3
11,73,2.92,573.7,57.8
15,73,2.92,260.0,92.5
17,73,2.92,254.1,189.9
36,73,2.92,381.6,113.4
50,73,2.92,267.0,105.7
5,74,2.96,463.9,35.1
10,74,2.96,461.1,49.9
11,74,2.96,573.5,58.0
17,74,2.96,254.1,190.1
36,74,2.96,381.8,113.6
50,74,2.96,264.4,110.2
5,75,3.0,464.0,35.0
10,75,3.0,461.1,49.9
11,75,3.0,573.3,58.3
17,75,3.0,250.1,190.0
36,75,3.0,381.9,113.5
50,75,3.0,260.9,112.5
5,76,3.04,464.1,35.1
10,76,3.04,460.9,50.4
11,76,3.04,573.5,58.5
17,76,3.04,246.5,188.7
36,76,3.04,382.2,113.5
50,76,3.04,259.3,112.4
55,76,3.04,336.0,144.5
56,76,3.04,739.3,190.8
5,77,3.08,464.5,36.1
10,77,3.08,462.9,50.1
11,77,3.08,573.9,58.3
17,77,3.08,251.3,188.5
36,77,3.08,382.4,113.5
50,77,3.08,257.2,104.9
55,77,3.08,336.2,147.4
56,77,3.08,740.8,192.4
58,77,3.08,139.9,14.2
5,78,3.12,464.4,35.4
10,78,3.12,464.0,50.0
11,78,3.12,574.0,58.3
17,78,3.12,254.5,188.2
36,78,3.12,383.6,113.5
50,78,3.12,256.6,104.6
55,78,3.12,335.9,146.9
56,78,3.12,741.0,193.0
58,78,3.12,139.9,14.2
5,79,3.16,464.4,35.1
10,79,3.16,464.5,49.8
11,79,3.16,574.1,58.2
17,79,3.16,249.9,188.5
36,79,3.16,384.4,113.5
50,79,3.16,256.4,104.8
55,79,3.16,335.4,147.4
56,79,3.16,740.6,192.9
58,79,3.16,139.9,14.2
5,80,3.2,464.3,35.0
10,80,3.2,464.3,49.7
11,80,3.2,574.0,58.3
17,80,3.2,248.8,188.3
36,80,3.2,384.8,112.9
50,80,3.2,255.4,100.4
55,80,3.2,336.1,149.7
56,80,3.2,740.2,193.5
58,80,3.2,139.9,14.2
5,81,3.24,464.3,35.0
10,81,3.24,464.4,49.7
11,81,3.24,574.2,58.1
17,81,3.24,248.1,189.0
50,81,3.24,257.2,97.5
55,81,3.24,335.4,147.3
56,81,3.24,739.9,193.4
58,81,3.24,139.9,14.2
5,82,3.28,464.6,35.9
10,82,3.28,464.4,49.7
11,82,3.28,574.4,57.6
15,82,3.28,251.9,93.0
17,82,3.28,251.4,189.6
55,82,3.28,335.1,146.2
56,82,3.28,740.0,193.4
58,82,3.28,139.9,14.2
5,83,3.32,464.9,36.2
10,83,3.32,464.2,49.8
11,83,3.32,574.6,57.4
15,83,3.32,252.8,90.9
17,83,3.32,252.7,189.7
55,83,3.32,335.0,145.6
56,83,3.32,740.0,193.8
58,83,3.32,139.9,14.2
5,84,3.36,464.8,35.4
10,84,3.36,464.1,49.8
11,84,3.36,574.6,57.4
15,84,3.36,253.8,90.1
17,84,3.36,252.4,189.5
55,84,3.36,335.9,146.6
56,84,3.36,740.1,193.7
58,84,3.36,139.9,14.2
5,85,3.4,464.7,35.8
10,85,3.4,463.6,50.0
11,85,3.4,574.5,57.3
17,85,3.4,252.4,188.8
55,85,3.4,338.0,149.7
56,85,3.4,740.6,192.8
58,85,3.4,139.9,14.2
5,86,3.44,464.4,36.6
10,86,3.44,462.9,50.0
11,86,3.44,574.5,57.3
15,86,3.44,256.0,92.0
17,86,3.44,252.5,188.9
55,86,3.44,337.0,147.9
56,86,3.44,740.5,192.8
58,86,3.44,139.9,14.2
5,87,3.48,464.3,36.1
10,87,3.48,462.6,50.0
11,87,3.48,574.4,57.4
15,87,3.48,254.8,92.6
17,87,3.48,252.2,189.4
55,87,3.48,336.4,146.6
56,87,3.48,740.6,193.2
58,87,3.48,140.0,14.2
5,88,3.52,464.9,36.1
10,88,3.52,463.9,52.2
11,88,3.52,574.1,57.4
15,88,3.52,254.1,93.7
17,88,3.52,253.8,188.6
55,88,3.52,336.0,146.0
56,88,3.52,740.5,193.2
58,88,3.52,139.8,14.2
5,89,3.56,464.7,36.1
10,89,3.56,464.0,51.2
11,89,3.56,574.2,57.5
15,89,3.56,256.0,100.8
17,89,3.56,253.7,190.6
55,89,3.56,335.6,146.0
56,89,3.56,740.5,193.4
58,89,3.56,139.9,14.2
5,90,3.6,464.7,36.6
10,90,3.6,462.7,53.7
11,90,3.6,574.3,57.3
15,90,3.6,258.1,108.8
17,90,3.6,253.7,188.8
55,90,3.6,335.9,146.1
56,90,3.6,740.3,193.4
58,90,3.6,139.9,14.2
5,91,3.64,464.5,36.4
10,91,3.64,464.2,53.2
11,91,3.64,574.3,56.9
15,91,3.64,260.2,107.8
17,91,3.64,256.5,189.6
55,91,3.64,335.5,147.3
56,91,3.64,740.2,193.6
58,91,3.64,139.9,14.2
5,92,3.68,464.6,36.3
10,92,3.68,464.1,51.3
11,92,3.68,574.5,56.6
15,92,3.68,261.3,108.8
17,92,3.68,257.1,188.7
55,92,3.68,335.4,147.3
56,92,3.68,740.2,193.8
58,92,3.68,139.9,14.2
64,92,3.68,167.2,125.0
5,93,3.72,465.3,36.5
10,93,3.72,465.0,50.4
11,93,3.72,574.4,56.6
15,93,3.72,261.9,108.5
17,93,3.72,258.6,186.0
55,93,3.72,335.2,147.2
56,93,3.72,740.2,193.7
58,93,3.72,139.8,14.2
64,93,3.72,169.1,123.4
5,94,3.76,464.9,35.3
10,94,3.76,465.0,50.1
11,94,3.76,574.3,56.8
15,94,3.76,261.8,108.7
17,94,3.76,260.1,190.0
55,94,3.76,335.2,147.7
56,94,3.76,740.3,193.6
58,94,3.76,139.8,14.2
64,94,3.76,164.7,122.1
5,95,3.8,464.9,34.9
10,95,3.8,465.7,50.0
11,95,3.8,574.3,57.1
15,95,3.8,261.3,97.2
17,95,3.8,261.7,193.0
55,95,3.8,335.4,147.7
56,95,3.8,740.2,193.1
58,95,3.8,139.8,14.2
64,95,3.8,169.1,121.7
5,96,3.84,464.6,34.7
10,96,3.84,465.1,49.9
11,96,3.84,574.3,57.0
15,96,3.84,259.9,102.8
17,96,3.84,262.4,194.4
55,96,3.84,335.5,148.0
56,96,3.84,740.1,193.8
58,96,3.84,139.8,14.2
64,96,3.84,163.3,120.8
5,97,3.88,464.6,34.7
10,97,3.88,465.5,49.7
11,97,3.88,574.4,57.5
15,97,3.88,264.4,106.0
17,97,3.88,256.9,193.9
55,97,3.88,335.9,148.1
56,97,3.88,740.2,194.6
58,97,3.88,139.8,14.2
64,97,3.88,161.0,115.1
5,98,3.92,464.8,35.7
10,98,3.92,465.2,50.2
11,98,3.92,574.5,57.7
15,98,3.92,265.8,108.7
17,98,3.92,256.3,193.5
55,98,3.92,335.5,147.3
56,98,3.92,740.2,195.1
58,98,3.92,139.8,14.1
64,98,3.92,159.6,114.0
5,99,3.96,464.7,35.1
10,99,3.96,465.3,50.0
11,99,3.96,574.4,57.9
15,99,3.96,266.1,108.6
17,99,3.96,260.0,193.8
55,99,3.96,334.8,148.7
56,99,3.96,740.3,195.2
58,99,3.96,139.8,14.1
64,99,3.96,157.9,115.2
5,100,4.0,464.8,34.9
10,100,4.0,465.1,49.9
11,100,4.0,574.3,57.9
15,100,4.0,263.6,100.8
17,100,4.0,245.2,178.4
55,100,4.0,333.1,152.1
56,100,4.0,740.4,195.6
64,100,4.0,158.5,116.4
5,101,4.04,464.8,34.8
10,101,4.04,465.0,50.0
11,101,4.04,574.1,58.1
15,101,4.04,263.8,102.6
17,101,4.04,241.1,173.2
55,101,4.04,332.6,154.5
56,101,4.04,740.3,196.0
64,101,4.04,157.3,119.6
68,101,4.04,215.0,506.3
5,102,4.08,465.1,34.8
10,102,4.08,465.2,50.6
11,102,4.08,574.0,58.4
15,102,4.08,261.5,98.9
17,102,4.08,239.7,168.6
56,102,4.08,740.3,196.3
58,102,4.08,139.8,14.1
64,102,4.08,162.0,122.5
68,102,4.08,193.8,525.4
5,103,4.12,465.4,34.8
10,103,4.12,466.9,49.7
11,103,4.12,573.7,58.5
15,103,4.12,260.9,97.1
17,103,4.12,242.3,167.0
56,103,4.12,740.2,197.2
58,103,4.12,139.8,14.1
64,103,4.12,163.4,122.4
68,103,4.12,187.1,531.6
5,104,4.16,465.3,34.8
10,104,4.16,466.0,50.3
11,104,4.16,573.6,58.5
15,104,4.16,260.8,96.5
17,104,4.16,239.5,166.7
55,104,4.16,326.8,160.6
56,104,4.16,740.1,198.0
58,104,4.16,139.8,14.1
64,104,4.16,164.8,123.9
68,104,4.16,185.4,533.4
5,105,4.2,465.2,35.5
10,105,4.2,465.3,50.4
11,105,4.2,573.6,58.4
15,105,4.2,260.4,96.3
17,105,4.2,238.2,166.5
55,105,4.2,326.4,161.4
56,105,4.2,740.0,198.3
58,105,4.2,139.8,14.1
64,105,4.2,165.1,124.4
68,105,4.2,185.8,533.3
5,106,4.24,465.1,36.1
10,106,4.24,465.0,49.9
11,106,4.24,573.8,57.0
15,106,4.24,260.5,97.1
17,106,4.24,236.8,166.2
55,106,4.24,326.1,162.2
56,106,4.24,739.9,198.0
58,106,4.24,139.8,14.1
64,106,4.24,165.2,124.7
68,106,4.24,185.2,532.6
5,107,4.28,464.6,35.4
10,107,4.28,463.5,50.3
11,107,4.28,573.7,56.7
15,107,4.28,260.0,96.4
17,107,4.28,230.5,159.6
55,107,4.28,325.7,162.4
56,107,4.28,739.9,197.6
58,107,4.28,139.8,14.1
64,107,4.28,164.1,124.3
68,107,4.28,185.4,531.8
5,108,4.32,464.5,35.0
10,108,4.32,461.5,50.1
11,108,4.32,573.6,56.9
15,108,4.32,259.8,95.4
17,108,4.32,230.9,162.1
55,108,4.32,325.6,162.2
56,108,4.32,739.9,197.4
58,108,4.32,139.8,14.1
64,108,4.32,154.5,121.2
5,109,4.36,464.6,34.9
10,109,4.36,460.8,49.9
11,109,4.36,574.0,56.7
15,109,4.36,260.1,95.2
17,109,4.36,232.2,159.7
55,109,4.36,325.4,162.4
56,109,4.36,739.9,197.1
58,109,4.36,139.8,14.1
5,110,4.4,464.6,34.8
10,110,4.4,459.2,50.1
11,110,4.4,574.2,56.6
15,110,4.4,259.9,95.0
17,110,4.4,232.5,158.7
55,110,4.4,325.0,162.6
56,110,4.4,739.9,197.1
58,110,4.4,139.8,14.2
70,110,4.4,206.7,134.7
10,111,4.44,457.5,50.7
11,111,4.44,574.4,56.4
15,111,4.44,259.8,95.3
17,111,4.44,247.9,174.8
56,111,4.44,739.8,197.3
58,111,4.44,139.8,14.2
70,111,4.44,204.6,130.7
10,112,4.48,457.1,50.7
11,112,4.48,574.4,56.6
15,112,4.48,260.4,95.3
56,112,4.48,739.8,197.6
58,112,4.48,139.8,14.1
64,112,4.48,158.3,124.8
70,112,4.48,198.3,124.3
10,113,4.52,457.1,50.3
11,113,4.52,574.3,56.1
15,113,4.52,261.1,95.5
17,113,4.52,258.9,186.5
55,113,4.52,324.6,162.9
56,113,4.52,739.8,197.8
58,113,4.52,139.9,14.1
64,113,4.52,160.8,124.5
70,113,4.52,196.5,121.7
10,114,4.56,459.9,50.1
11,114,4.56,574.3,55.9
15,114,4.56,261.2,95.4
17,114,4.56,261.8,190.7
55,114,4.56,325.0,162.5
56,114,4.56,740.1,198.4
58,114,4.56,139.8,14.1
64,114,4.56,161.2,124.6
70,114,4.56,196.6,120.6
10,115,4.6,458.6,50.2
11,115,4.6,574.2,55.7
15,115,4.6,261.8,95.8
17,115,4.6,263.9,191.2
55,115,4.6,325.4,162.4
56,115,4.6,740.6,193.2
58,115,4.6,139.8,14.1
64,115,4.6,160.1,124.4
70,115,4.6,196.4,120.9
10,116,4.64,458.4,50.2
11,116,4.64,574.2,55.4
15,116,4.64,261.9,95.9
17,116,4.64,264.4,192.6
55,116,4.64,325.4,162.5
56,116,4.64,740.8,196.1
58,116,4.64,139.8,14.1
64,116,4.64,160.8,124.5
70,116,4.64,195.1,121.8
10,117,4.68,457.9,50.3
11,117,4.68,574.1,55.5
15,117,4.68,261.4,95.7
17,117,4.68,263.9,194.9
55,117,4.68,325.5,162.5
56,117,4.68,741.0,197.6
58,117,4.68,139.8,14.1
70,117,4.68,197.7,124.0
10,118,4.72,457.0,50.5
11,118,4.72,574.2,56.1
15,118,4.72,260.5,96.2
17,118,4.72,263.3,196.1
55,118,4.72,325.7,162.4
56,118,4.72,741.0,197.4
58,118,4.72,139.7,14.1
10,119,4.76,457.1,50.5
11,119,4.76,574.3,56.5
15,119,4.76,257.6,98.2
17,119,4.76,262.5,197.5
55,119,4.76,325.4,162.2
56,119,4.76,741.0,197.7
58,119,4.76,139.7,14.1
68,119,4.76,183.7,559.0
10,120,4.8,457.1,50.5
11,120,4.8,574.4,56.7
15,120,4.8,257.6,98.8
17,120,4.8,262.5,198.1
55,120,4.8,325.3,161.9
56,120,4.8,740.9,198.4
58,120,4.8,139.7,14.1
64,120,4.8,167.6,127.8
68,120,4.8,183.5,559.1
10,121,4.84,458.5,51.4
11,121,4.84,574.5,56.9
15,121,4.84,260.3,98.3
17,121,4.84,262.9,198.1
55,121,4.84,325.5,162.2
56,121,4.84,740.8,198.1
64,121,4.84,167.0,135.6
68,121,4.84,183.6,559.9
10,122,4.88,461.1,50.8
11,122,4.88,574.6,57.0
15,122,4.88,261.2,96.9
17,122,4.88,263.0,198.2
55,122,4.88,325.6,162.3
56,122,4.88,740.7,197.9
68,122,4.88,183.9,559.7
73,122,4.88,245.9,272.7
10,123,4.92,462.0,50.6
11,123,4.92,574.6,56.9
15,123,4.92,261.6,96.4
17,123,4.92,262.7,198.0
55,123,4.92,325.6,162.2
56,123,4.92,740.7,198.3
68,123,4.92,184.1,559.7
73,123,4.92,245.9,272.7
10,124,4.96,464.7,50.7
11,124,4.96,574.6,56.9
15,124,4.96,262.6,95.9
17,124,4.96,263.4,194.8
55,124,4.96,325.5,162.0
56,124,4.96,740.7,198.9
68,124,4.96,184.2,559.6
73,124,4.96,246.1,272.5
10,125,5.0,463.8,50.9
11,125,5.0,574.7,57.0
15,125,5.0,263.0,95.9
17,125,5.0,263.6,191.8
55,125,5.0,325.6,161.7
56,125,5.0,740.7,199.1
68,125,5.0,183.9,560.0
73,125,5.0,246.2,271.4
10,126,5.04,463.4,51.1
11,126,5.04,575.7,56.0
15,126,5.04,262.1,95.8
17,126,5.04,267.8,182.6
55,126,5.04,327.0,160.3
56,126,5.04,740.7,199.6
68,126,5.04,183.9,561.5
73,126,5.04,246.4,271.4
10,127,5.08,465.7,51.2
11,127,5.08,576.0,55.2
15,127,5.08,261.6,95.8
17,127,5.08,264.5,182.5
56,127,5.08,740.7,200.0
68,127,5.08,183.6,562.6
73,127,5.08,246.5,271.4
10,128,5.12,466.3,50.8
11,128,5.12,576.2,55.6
15,128,5.12,261.1,95.1
17,128,5.12,262.1,182.5
56,128,5.12,740.6,201.1
73,128,5.12,246.1,271.5
75,128,5.12,388.6,47.8
10,129,5.16,466.8,51.1
11,129,5.16,576.5,55.6
15,129,5.16,261.2,95.1
17,129,5.16,261.3,182.4
56,129,5.16,740.6,201.7
73,129,5.16,246.1,271.5
75,129,5.16,390.9,47.1
10,130,5.2,466.9,51.7
11,130,5.2,576.6,55.4
